Name,Fulladdress,Street,Municipality,Categories,Phone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening hours,Featured image,Cid,Place Id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parakh Hospital,"Khokani Lane, Opp. Ghatkopar Railway Station, Ghatkopar East, Mumbai, Maharashtra 400077","Khokani Lane, Opp. Ghatkopar Railway Station",Ghatkopar East,"Private hospital,General hospital,Hospital",022 6782 7000,"022 6782 7000, +91 22 6782 7000",YES,762,4.4,https://search.google.com/local/reviews?placeid=ChIJB0zPSCzG5zsRdCwbZ4tnzYQ&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9569418631660121204,19.0843934,72.9077054,http://parakhhospital.com/,parakhhospital.com,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipNCh7epvPrHnHVpxMsR5hqeydLwhzymDr4J5teT=w163-h92-k-no,9.57E+18,ChIJB0zPSCzG5zsRdCwbZ4tnzYQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CritiCare Asia Hospital -Cashless, Emergency, 24 Hrs Hospital in Kurla West","Building No 1, Kirol Road, Kirol Rd, off Lal Bahadur Shastri Marg, near Kohinoor International School, Ali Yavar Jung, Kurla West, Kurla, Mumbai, Maharashtra 400070",Building No 1,"Kirol Road, Kirol Rd","Hospital,Doctor,General hospital,Private hospital",022 6755 6755,"022 6755 6755, +91 22 6755 6755",YES,4600,4.6,https://search.google.com/local/reviews?placeid=ChIJOzPGTY_I5zsR_lHv0AOGmJs&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11211858623287218686,19.0760723,72.8862077,http://www.criticareasiahospital.com/,criticareasiahospital.com,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipNsX7ZJ-4sO3Nd5OoTWtSsI5H7k7H9zEDY5Lik8=w162-h92-k-no,1.12E+19,ChIJOzPGTY_I5zsR_lHv0AOGmJs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaslok Hospital & Research Centre,"15, Pedder Rd, IT Colony, Tardeo, Mumbai, Maharashtra 400026","15, Pedder Rd","IT Colony, Tardeo",Hospital,i36vZvCeHNyLnesP-ZHCsAg,,YES,10729,4.8,https://search.google.com/local/reviews?placeid=ChIJk3X00XbO5zsRx2UpTspHr3M&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=8335960369506379207,18.9715715,72.8099571,https://www.jaslokhospital.net/,jaslokhospital.net,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipOshc735m4RcyqnFYLv0lHREaX0onkuqbnv7d3w=w80-h106-k-no,8.34E+18,ChIJk3X00XbO5zsRx2UpTspHr3M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S L Raheja Hospital,"Raheja Rugnalaya Marg, Mahim West, Mahim, Mumbai, Maharashtra 400016",Raheja Rugnalaya Marg,"Mahim West, Mahim",Hospital,022 6987 1211,"022 6987 1211, +91 22 6987 1211",YES,5417,4.8,https://search.google.com/local/reviews?placeid=ChIJyT7BhC_J5zsRNoVeG78cfIA&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9258306541090407734,19.0462839,72.8426792,https://www.rahejahospital.com/?utm_source=google-gmb&utm_medium=gmb-seo-url&utm_campaign=FHL-gmb,rahejahospital.com,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipO5NGDUjoCf89GjJ3zmi-g9D4XBFk8xK1I8xPaa=w80-h106-k-no,9.26E+18,ChIJyT7BhC_J5zsRNoVeG78cfIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lilavati Hospital And Research Centre,"A-791, A-791, Bandra Reclamation Rd, General Arunkumar Vaidya Nagar, Bandra West, Mumbai, Maharashtra 400050",A-791,"A-791, Bandra Reclamation Rd","Medical Center,Private hospital",022 6930 1000,"022 6930 1000, +91 22 6930 1000",YES,1679,3.9,https://search.google.com/local/reviews?placeid=ChIJsXCptzjJ5zsRlS-bPoti--k&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16860177980181917589,19.0510043,72.8293225,https://www.lilavatihospital.com/,lilavatihospital.com,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipN_1srik1EwYCB2cUXnVVAHZDs-ieLmJPgrDnHQ=w122-h92-k-no,1.69E+19,ChIJsXCptzjJ5zsRlS-bPoti--k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apollo Spectra Hospitals,"Famous Cine Labs 156, behind Everest Building, Tardeo, Mumbai, Maharashtra 400034",Famous Cine Labs 156,behind Everest Building,"Specialized hospital,Gastroenterologist,Hospital,Nephrologist,Ophthalmologist,Orthopedic surgeon,Pediatric ophthalmologist,Proctologist,Urologist,Vascular surgeon",084484 40991,"084484 40991, +91 84484 40991",YES,4053,4.7,https://search.google.com/local/reviews?placeid=ChIJF202kHHO5zsRGNhlYrAotHQ&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=8409391142237755416,18.97071,72.8145189,https://www.apollospectra.com/mumbai/tardeo/our-hospitals/best-hospital-in-tardeo-mumbai?utm_source=google&utm_medium=GoogleMap&utm_campaign=GoogleMapTardeo,apollospectra.com,"Sunday:[8 am–8 pm], Monday:[8 am–8 pm], Tuesday:[8 am–8 pm], Wednesday:[8 am–8 pm], Thursday:[8 am–8 pm], Friday:[8 am–8 pm], Saturday:[8 am–8 pm]",https://lh5.googleusercontent.com/p/AF1QipOmXVUSNe8pgr0-14geVqhQjYduseA-6qEJu5WT=w139-h92-k-no,8.41E+18,ChIJF202kHHO5zsRGNhlYrAotHQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zen Multi Speciality Hospital,"Plot No, 425, 10th Rd, near Sandu Garden, Jai Ambe Nagar, Chembur Gaothan, Chembur, Mumbai, Maharashtra 400071",Plot No,"425, 10th Rd",General hospital,022 3520 5600,"022 3520 5600, +91 22 3520 5600",YES,2951,4.5,https://search.google.com/local/reviews?placeid=ChIJ26nbE6fI5zsRlmURhME3d1Q&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6086394725698463126,19.0558779,72.896792,https://www.zenhospital.in/,zenhospital.in,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipNeS-Z-jeFRcF240bfgvKKFzfykQrhbxh5CTQx6=w163-h92-k-no,6.09E+18,ChIJ26nbE6fI5zsRlmURhME3d1Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicare Hospital,"Near Petrol Pump, Marol Naka, Andheri Kurla Road, Andheri East, Mumbai, Maharashtra 400059","Near Petrol Pump, Marol Naka, Andheri Kurla Road, Andheri East","Mumbai, Maharashtra 400059","Private hospital,General hospital,Orthopedic clinic,Orthopedic surgeon,Physiotherapy Center,Radiologist",073046 75610,"073046 75610, +91 73046 75610",YES,159,4.3,https://search.google.com/local/reviews?placeid=ChIJy8JiJxXI5zsREzPCI2fK1oQ&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9572060602352939795,19.1084333,72.8777682,https://medicare-hospital.com/,medicare-hospital.com,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipNu8eLIzA23dRfht61IwJNJM3ZqyTPbaZy4u284=w92-h92-k-no,9.57E+18,ChIJy8JiJxXI5zsREzPCI2fK1oQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swastik Hospital And Research Centre,"22, Deepak Kumar Marg, Swastik Park, Chembur, Mumbai, Maharashtra 400071","22, Deepak Kumar Marg","Swastik Park, Chembur","Hospital,Gastroenterologist,Gynecologist,Health consultant,Nephrologist,Neurologist,Orthopedic surgeon,Pathologist,Pharmacy,Surgeon,Urology clinic",022 6684 1234,"022 6684 1234, +91 22 6684 1234",YES,406,4.4,https://search.google.com/local/reviews?placeid=ChIJn0Fl-KTI5zsRXMGsCzilNpg&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10968135602640044380,19.0552153,72.8899373,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipMjalekbd3z5gekNF4ChLzzi0aLs8X-H109dWcp=w80-h142-k-no,1.10E+19,ChIJn0Fl-KTI5zsRXMGsCzilNpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acme Hospital,"Mono Rail Station, Signature Business Park, 3 & 4 th Floor, Postal Colony Rd, near Chembur, Chembur, Mumbai, Maharashtra 400071","Mono Rail Station, Signature Business Park",3 & 4 th Floor,"Hospital,Cosmetic surgeon,Hospital department,Maternity Centre",086550 06565,"086550 06565, +91 86550 06565",YES,903,4.8,https://search.google.com/local/reviews?placeid=ChIJB0H-ngzJ5zsRv6_g2Scyjps&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11208951669312237503,19.0602944,72.8958343,http://www.acmehospital.com/,acmehospital.com,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipOMS1MJ5i4mugAvx2Bnh-gcQ1t7WzDworUN5v2l=w145-h92-k-no,1.12E+19,ChIJB0H-ngzJ5zsRv6_g2Scyjps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benz Hospital,"Summer Queen Building, 1st Hasnabad Ln, Willingdon, Santacruz West, Mumbai, Maharashtra 400054",Summer Queen Building,1st Hasnabad Ln,Hospital,022 2649 1700,"022 2649 1700, +91 22 2649 1700",YES,669,4.8,https://search.google.com/local/reviews?placeid=ChIJwVhsa9LJ5zsRk2AS1Vt5Jgo&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=731405424818020499,19.0796861,72.8406318,http://www.benzmedicure.com/,benzmedicure.com,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipNKRgag1Al6KZB94VERLbv4tCWmh7xVQhn_zxi7=w163-h92-k-no,7.31E+17,ChIJwVhsa9LJ5zsRk2AS1Vt5Jgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aaradhya Health Care Super Speciality Hospital : 24 X 7, Cardiac, Neurology, Orthopedic Hospital, ICU in Andheri","Metro Station, Aarpee Chambers, Marol, Andheri East, Mumbai, Maharashtra 400059",Metro Station,Aarpee Chambers,"Heart hospital,Gastroenterologist,Geriatrician,Gynecologist,Intensivist,Nephrologist,Neurologist,Orthopedic surgeon,Pediatrician,Urologist",022 6900 0000,"022 6900 0000, +91 22 6900 0000",YES,454,4.7,https://search.google.com/local/reviews?placeid=ChIJSdgkkhHJ5zsRFpg9N8tGF9g&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15570992075275868182,19.1095206,72.8840255,,,,https://lh5.googleusercontent.com/p/AF1QipN9rhcoNzy4QO8IoFH67cdV4_QmjfhYlYImNrrJ=w138-h92-k-no,1.56E+19,ChIJSdgkkhHJ5zsRFpg9N8tGF9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Spirit Hospital,"Mahakali Caves Rd, Sher E Punjab Colony, Andheri East, Mumbai, Maharashtra 400093",Mahakali Caves Rd,"Sher E Punjab Colony, Andheri East","General hospital,Hospital",022 4247 8888,"022 4247 8888, +91 22 4247 8888",YES,2071,4.1,https://search.google.com/local/reviews?placeid=ChIJu6ZgoCfI5zsRQklnqjhBZoE&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9324211790150060354,19.1284192,72.866633,http://www.holyspirithospital.org/,holyspirithospital.org,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipO87guJaoT2bO6B0hlyvL1GfFzlcDyJ6paM61G3=w138-h92-k-no,9.32E+18,ChIJu6ZgoCfI5zsRQklnqjhBZoE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bombay Hospital & Medical Research Centre,"Bombay Hospital, 12, Vitthaldas Thackersey Marg, near Liberty cinema, New Marine Lines, Marine Lines, Mumbai, Maharashtra 400020",Bombay Hospital,"12, Vitthaldas Thackersey Marg","Hospital,Cancer treatment center,Oncologist,Surgeon",022 2206 7676,"022 2206 7676, +91 22 2206 7676",YES,1047,3.9,https://search.google.com/local/reviews?placeid=ChIJkwIlDeDR5zsRkVBOhODKuv4&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=18355206296943087761,18.941034,72.8274361,https://bombayhospital.com/,bombayhospital.com,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipOWnVD2vpycNB6CsEduqDM4TXYHF4WYm9SFdEpS=w122-h92-k-no,1.84E+19,ChIJkwIlDeDR5zsRkVBOhODKuv4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paramount General Hospital & ICCU,"Laxmi Commercial Premises, Near Sakinaka Junction, Andheri Kurla Road Andheri East, Magan Nathuram Rd, Saki Naka, Mumbai, Maharashtra 400072","Laxmi Commercial Premises, Near Sakinaka Junction, Andheri Kurla Road Andheri East",Magan Nathuram Rd,General hospital,022 4609 7461,"022 4609 7461, +91 22 4609 7461",YES,695,4.2,https://search.google.com/local/reviews?placeid=ChIJU_HM-W3I5zsRZZ8hNwBswhc&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=1712049556534959973,19.1038025,72.8868751,http://paramountgeneralhospital.com/,paramountgeneralhospital.com,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipOR8t7gy7seKpyDJbrfRtmXAP6GpR0cO3coVfGp=w163-h92-k-no,1.71E+18,ChIJU_HM-W3I5zsRZZ8hNwBswhc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balaji Hospital.,"XRGP+W45, Cross Lane III, Sant Savata Mali Marg, Byculla East, Mumbai, Maharashtra 400027",XRGP+W45,Cross Lane III,"Private hospital,General hospital",022 2374 0000,"022 2374 0000, +91 22 2374 0000",NO,1166,4.5,https://search.google.com/local/reviews?placeid=ChIJASA8ZkXO5zsRImbVu1kRzLE&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12811634117063304738,18.97727,72.835352,http://balajihospital.net/,balajihospital.net,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipN23aTC2I_HRrfv1c4OkJOoJYNTzbeN69tth3kk=w122-h92-k-no,1.28E+19,ChIJASA8ZkXO5zsRImbVu1kRzLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surana Sethia Hospital,"Sion - Trombay Rd, Suman Nagar, Chembur, Mumbai, Maharashtra 400071",Sion - Trombay Rd,"Suman Nagar, Chembur",Hospital,022 3378 3378,"022 3378 3378, +91 22 3378 3378",YES,1972,4.5,https://search.google.com/local/reviews?placeid=ChIJDTOpMqXI5zsRvXHXPGwETsU&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14217305936578965949,19.0535473,72.8870158,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipOiVI3ku2VMsH8wt5aR-y_5eHwiT17EDLgd-s84=w80-h98-k-no,1.42E+19,ChIJDTOpMqXI5zsRvXHXPGwETsU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New JP Hospital,"209, 2nd, Dilkap Mall, Andheri - Kurla Rd, Safed Pul, Saki Naka, Mumbai, Maharashtra 400072","209, 2nd",Dilkap Mall,"Hospital,General hospital",022 4010 8711,"022 4010 8711, +91 22 4010 8711",YES,80,4.1,https://search.google.com/local/reviews?placeid=ChIJeT_h8W3I5zsRkA9M21xOC1E&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5839847502539132816,19.1014961,72.8849547,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipM5qdcYKsOzS83nBnc8bqVgS0tXVyu2rN3N_mBj=w80-h106-k-no,5.84E+18,ChIJeT_h8W3I5zsRkA9M21xOC1E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guru Nanak Multispeciality Hospital -Best Gynaecologist,Pediatrician,Diabetologist,Nephrologist & Orthopedic Doctor in Bandra","S 341, near Collector Office, Gandhi Nagar, Bandra East, Mumbai, Maharashtra 400051",S 341,near Collector Office,"Private hospital,General hospital",022 4222 7777,"022 4222 7777, +91 22 4222 7777",YES,836,4.3,https://search.google.com/local/reviews?placeid=ChIJualcCODI5zsR_sEsj7pMxJw&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11296238129501749758,19.0595984,72.8525429,http://www.gurunanakhospital.com/,gurunanakhospital.com,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipNEY0JY8d1NoSzZsF7v_cbkiII6U36q2z24lhv0=w138-h92-k-no,1.13E+19,ChIJualcCODI5zsR_sEsj7pMxJw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Family Multispeciality Hospital Bandra,"St Andrews Rd, Bandra West, Mumbai, Maharashtra 400050",St Andrews Rd,Bandra West,"General hospital,Cardiologist,Dermatologist,Endocrinologist,Gastroenterologist,Obstetrician-gynecologist,Nephrologist,Neurologist,Oncologist,Pediatrician,Plastic surgeon,Private hospital,Psychiatrist,Surgeon,Urologist",022 6267 0555,"022 6267 0555, +91 22 6267 0555",YES,2936,4.5,https://search.google.com/local/reviews?placeid=ChIJie0TXT7J5zsRjxl3Abj8ksI&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14020546457186539919,19.0551164,72.8272534,http://holyfamilyhospital.in/,holyfamilyhospital.in,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipPdE5hV8ZYeN7K2Xtka-WR-qF9aNpmJN8JxabNO=w137-h92-k-no,1.40E+19,ChIJie0TXT7J5zsRjxl3Abj8ksI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City Hospital & Research Centre,"Sagar Palace A, City, Sonapur Ln, Friends Colony, Kurla West, Kurla, Mumbai, Maharashtra 400070",Sagar Palace A,"City, Sonapur Ln","Private hospital,Doctor,General hospital",099870 38888,"099870 38888, +91 99870 38888",YES,375,2.8,https://search.google.com/local/reviews?placeid=ChIJBxGwUpDI5zsRY3YfFASf0lI&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5968007296085620323,19.0810945,72.8819064,http://www.city-hospital.com/,city-hospital.com,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipMzm8qD4q4B3T5cZoy_Gui0mPnqkHpoRYCNFjgR=w122-h92-k-no,5.97E+18,ChIJBxGwUpDI5zsRY3YfFASf0lI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhatia Hospital,"Tardeo Rd, Old Chikalwadi, Grant Road (W), Tardeo, Mumbai, Maharashtra 400007",Tardeo Rd,"Old Chikalwadi, Grant Road (W), Tardeo",General hospital,022 6666 0000,"022 6666 0000, +91 22 6666 0000",YES,936,4.1,https://search.google.com/local/reviews?placeid=ChIJ8TXS4HLO5zsRi9vVEbPHj2k&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7606517867564358539,18.9657188,72.8132737,http://www.bhatiahospital.org/,bhatiahospital.org,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipObsCM7kE9OHpSCb4bYbEZ6sy66Vas8DoeC1Tvl=w91-h92-k-no,7.61E+18,ChIJ8TXS4HLO5zsRi9vVEbPHj2k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suraj Hospital,"Hans Residency Ground Floor, D Wing Halav Pool, Near Albarkat School, Kurla West, Maharashtra 400070","Hans Residency Ground Floor, D Wing Halav Pool",Near Albarkat School,Hospital,093242 05787,"093242 05787, +91 93242 05787",YES,128,4.9,https://search.google.com/local/reviews?placeid=ChIJQaZ9F-7J5zsRI8yUsK8_aJ0&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11342385685346962467,19.0742247,72.883725,https://surajhospital.net/,surajhospital.net,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipOiYo6jxrFaWTtdDdyyRe2BwlLLUXgexniQXIAf=w163-h92-k-no,1.13E+19,ChIJQaZ9F-7J5zsRI8yUsK8_aJ0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRV Hospitals - Chembur,"Dr Mandakini Parihar Marg, opposite Lokmanya Tilak Terminus, Shell Colony, Tilak Nagar, Chembur, Mumbai, Maharashtra 400089",Dr Mandakini Parihar Marg,opposite Lokmanya Tilak Terminus,"Hospital,Ambulance service,Diagnostic center,Drug store,Maternity Centre,Surgeon",084518 00800,"084518 00800, +91 84518 00800",YES,889,4.1,https://search.google.com/local/reviews?placeid=ChIJH0EdM5nI5zsR-Mk4AY852oU&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9645084838330943992,19.0673839,72.892714,http://www.srvhospital.com/,srvhospital.com,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipMYKiHBkeqlFiwQa6lrdwHyp7jFvQBfBbLaOb_T=w80-h106-k-no,9.65E+18,ChIJH0EdM5nI5zsR-Mk4AY852oU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pancholi Hospital,"90 Feet Rd, Sudarshan Society, Garodia Nagar, Ghatkopar East, Mumbai, Maharashtra 400071",90 Feet Rd,"Sudarshan Society, Garodia Nagar, Ghatkopar East",Hospital,073044 68892,"073044 68892, +91 73044 68892",YES,141,4,https://search.google.com/local/reviews?placeid=ChIJRW-1xSXG5zsRXgIz5RDFg2A&q=Mumbai+all+Hospitals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6954618925945651806,19.0741508,72.9058027,,,,https://lh5.googleusercontent.com/p/AF1QipOA5WH7Vk_PIYT51disW9u6GmFQz5qTsTnWBsBj=w164-h92-k-no,6.95E+18,ChIJRW-1xSXG5zsRXgIz5RDFg2A,"3VRJ+HWX, Jarimari, Saki Naka, Mumbai, Maharashtra 400072",3VRJ+HWX,"Jarimari, Saki Naka",Pharmacy,w36vZqKfGeKhseMPtqydEQ,,NO,16,4.6,https://search.google.com/local/reviews?placeid=ChIJlQJWtI7J5zsRCQSAccVYuG8&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=8050281938960778249,19.0914945,72.8823708,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipN_TvJW_fNlDrGgyWSh1s8Qqaq6kaq56ULd3CGn=w92-h92-k-no,8.05E+18,ChIJlQJWtI7J5zsRCQSAccVYuG8,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,
